"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"33659","TRINITY_DN39768_c0_g1_i1",6.580983848,-0.327398934,38.17559299,6.47e-10,6.19e-08,"T3_vs_CTL","up"
"33671","TRINITY_DN40728_c0_g1_i1",5.196880867,0.681137437,37.07310825,1.14e-09,1.02e-07,"T3_vs_CTL","up"
"33684","TRINITY_DN37830_c0_g1_i1",6.33332162,0.025701282,36.55777057,1.48e-09,1.23e-07,"T3_vs_CTL","up"
"33695","TRINITY_DN33909_c0_g1_i1",7.605818567,-0.501596166,36.00054627,1.97e-09,1.57e-07,"T3_vs_CTL","up"
"33698","TRINITY_DN57353_c1_g1_i1",7.496186628,-0.30369034,35.7858208,2.2e-09,1.72e-07,"T3_vs_CTL","up"
"33702","TRINITY_DN59399_c0_g2_i1",7.423597569,-0.171580924,35.58512645,2.44e-09,1.87e-07,"T3_vs_CTL","up"
"33712","TRINITY_DN28931_c0_g1_i1",5.36802385,0.317048693,34.93933122,3.4e-09,2.5e-07,"T3_vs_CTL","up"
"33713","TRINITY_DN57826_c0_g1_i2",7.026020563,0.977435706,34.85422438,3.55e-09,2.6e-07,"T3_vs_CTL","up"
"33714","TRINITY_DN43171_c0_g1_i1",5.303186315,0.400656551,34.800428,3.65e-09,2.66e-07,"T3_vs_CTL","up"
"33722","TRINITY_DN54928_c0_g1_i2",7.386374956,-0.300699939,34.59569791,4.06e-09,2.85e-07,"T3_vs_CTL","up"
"33723","TRINITY_DN63703_c3_g1_i1",7.45463218,-0.470274847,34.55822562,4.14e-09,2.9e-07,"T3_vs_CTL","up"
"33728","TRINITY_DN65087_c6_g1_i1",7.527839203,-0.683363068,34.24847857,4.85e-09,3.33e-07,"T3_vs_CTL","up"
"33733","TRINITY_DN56693_c0_g1_i1",7.453908225,-0.619783535,33.78971773,6.14e-09,4.13e-07,"T3_vs_CTL","up"
"33738","TRINITY_DN113352_c0_g1_i1",7.518038451,-0.768703911,33.64058271,6.63e-09,4.37e-07,"T3_vs_CTL","up"
"33739","TRINITY_DN56513_c0_g1_i1",7.380263601,-0.508253478,33.57337639,6.86e-09,4.51e-07,"T3_vs_CTL","up"
"33744","TRINITY_DN56909_c0_g1_i3",7.23946999,-0.214125975,33.26053061,8.06e-09,5.19e-07,"T3_vs_CTL","up"
"33749","TRINITY_DN58200_c0_g1_i1",7.432262483,-0.796086248,32.62902842,1.12e-08,7.03e-07,"T3_vs_CTL","up"
"33750","TRINITY_DN60782_c0_g1_i3",5.610082044,1.258461902,32.62663906,1.12e-08,7.03e-07,"T3_vs_CTL","up"
"33751","TRINITY_DN38830_c0_g1_i1",5.305171063,0.800644715,32.60378306,1.13e-08,7.07e-07,"T3_vs_CTL","up"
"33755","TRINITY_DN64908_c0_g1_i5",7.344849607,-0.65184895,32.50387375,1.19e-08,7.35e-07,"T3_vs_CTL","up"
"33762","TRINITY_DN58975_c0_g1_i1",7.279314097,-0.518178599,32.37174775,1.27e-08,7.67e-07,"T3_vs_CTL","up"
"33772","TRINITY_DN48028_c0_g1_i1",7.066446667,-0.037035531,31.95364776,1.58e-08,9.18e-07,"T3_vs_CTL","up"
"33777","TRINITY_DN29679_c0_g1_i1",7.186909369,-0.474036288,31.73356936,1.77e-08,1.01e-06,"T3_vs_CTL","up"
"33781","TRINITY_DN27578_c0_g2_i1",7.224330543,-0.601716159,31.52831082,1.97e-08,1.11e-06,"T3_vs_CTL","up"
"33784","TRINITY_DN23519_c2_g1_i1",7.039296634,-0.139569606,31.45241378,2.04e-08,1.14e-06,"T3_vs_CTL","up"
"33786","TRINITY_DN41365_c0_g1_i1",5.180468857,-0.035863618,31.34908089,2.16e-08,1.19e-06,"T3_vs_CTL","up"
"33787","TRINITY_DN64353_c1_g2_i6",5.986151691,-0.252431208,31.34325938,2.16e-08,1.19e-06,"T3_vs_CTL","up"
"33798","TRINITY_DN54364_c0_g1_i1",7.14282597,-0.549845976,30.93451708,2.67e-08,1.42e-06,"T3_vs_CTL","up"
"33804","TRINITY_DN112413_c0_g1_i1",7.370250328,-1.223609159,30.78629538,2.88e-08,1.51e-06,"T3_vs_CTL","up"
"33826","TRINITY_DN44681_c0_g1_i1",5.973098953,-0.538280964,30.20679296,3.88e-08,1.9e-06,"T3_vs_CTL","up"
"33828","TRINITY_DN54730_c0_g1_i1",5.36852577,-0.14195292,30.16093242,3.98e-08,1.94e-06,"T3_vs_CTL","up"
"33832","TRINITY_DN57734_c2_g1_i1",5.255685085,-0.226218079,29.92407446,4.49e-08,2.16e-06,"T3_vs_CTL","up"
"33836","TRINITY_DN59779_c1_g1_i3",5.899570358,-0.494170207,29.7420931,4.94e-08,2.35e-06,"T3_vs_CTL","up"
"33848","TRINITY_DN56776_c0_g1_i1",7.133074571,-0.967505071,29.28311794,6.25e-08,2.86e-06,"T3_vs_CTL","up"
"33850","TRINITY_DN57966_c0_g1_i1",7.096298579,-0.834281695,29.28169308,6.26e-08,2.86e-06,"T3_vs_CTL","up"
"33853","TRINITY_DN64083_c0_g1_i2",5.315539725,-0.093587303,29.14942813,6.7e-08,3.04e-06,"T3_vs_CTL","up"
"33854","TRINITY_DN50604_c0_g1_i3",6.968216248,-0.577084394,29.08611918,6.92e-08,3.13e-06,"T3_vs_CTL","up"
"33856","TRINITY_DN60057_c0_g1_i1",7.121954446,-1.017153844,29.03540875,7.11e-08,3.2e-06,"T3_vs_CTL","up"
"33863","TRINITY_DN138413_c0_g1_i1",7.083018529,-0.959231086,28.86138296,7.77e-08,3.43e-06,"T3_vs_CTL","up"
"33873","TRINITY_DN4500_c0_g1_i1",6.726381489,0.027457859,28.57308879,9.02e-08,3.88e-06,"T3_vs_CTL","up"
"33877","TRINITY_DN59053_c6_g1_i1",6.777068102,-0.163937382,28.46947644,9.52e-08,4.06e-06,"T3_vs_CTL","up"
"33879","TRINITY_DN51728_c0_g1_i1",5.267582288,-0.287442555,28.44943915,9.62e-08,4.08e-06,"T3_vs_CTL","up"
"33891","TRINITY_DN29709_c0_g1_i1",7.031681457,-1.046614939,28.15413725,1.12e-07,4.61e-06,"T3_vs_CTL","up"
"33896","TRINITY_DN97763_c0_g1_i1",6.871208957,-0.596562558,28.05430264,1.18e-07,4.79e-06,"T3_vs_CTL","up"
"33902","TRINITY_DN64861_c5_g1_i1",5.77893517,-0.500416376,27.83313712,1.32e-07,5.29e-06,"T3_vs_CTL","up"
"33912","TRINITY_DN125311_c0_g1_i1",5.216533143,-0.364886299,27.62113651,1.48e-07,5.77e-06,"T3_vs_CTL","up"
"33929","TRINITY_DN59001_c0_g2_i1",6.781133305,-0.60987397,27.20527616,1.83e-07,6.88e-06,"T3_vs_CTL","up"
"33930","TRINITY_DN38030_c0_g2_i1",6.903235022,-0.962708724,27.18252394,1.85e-07,6.95e-06,"T3_vs_CTL","up"
"33939","TRINITY_DN82084_c0_g1_i1",6.590847768,-0.053661223,27.01947833,2.01e-07,7.4e-06,"T3_vs_CTL","up"
"33944","TRINITY_DN57887_c0_g1_i1",6.665804765,-0.362712659,26.96046074,2.08e-07,7.56e-06,"T3_vs_CTL","up"
"33951","TRINITY_DN21040_c0_g1_i1",5.589094371,-0.428821396,26.79207315,2.27e-07,8.12e-06,"T3_vs_CTL","up"
"33952","TRINITY_DN57935_c0_g1_i1",5.695713489,-0.661550952,26.78450258,2.27e-07,8.14e-06,"T3_vs_CTL","up"
"33954","TRINITY_DN12269_c0_g1_i1",5.66393989,-0.60485071,26.73027192,2.34e-07,8.33e-06,"T3_vs_CTL","up"
"33964","TRINITY_DN66019_c0_g1_i1",5.031341092,-0.139937252,26.54141594,2.58e-07,9e-06,"T3_vs_CTL","up"
"33965","TRINITY_DN55879_c0_g1_i1",6.831168869,-0.980514714,26.4940735,2.64e-07,9.2e-06,"T3_vs_CTL","up"
"33966","TRINITY_DN13743_c0_g1_i1",5.719843328,-0.696900628,26.48911787,2.65e-07,9.21e-06,"T3_vs_CTL","up"
"33968","TRINITY_DN26622_c0_g1_i1",6.870481419,-1.174856733,26.37101926,2.82e-07,9.75e-06,"T3_vs_CTL","up"
"33974","TRINITY_DN108055_c0_g1_i1",6.821386738,-1.023011073,26.29127559,2.94e-07,1e-05,"T3_vs_CTL","up"
"33976","TRINITY_DN11554_c0_g1_i1",5.644480114,-0.663818147,26.25239351,3e-07,1.02e-05,"T3_vs_CTL","up"
"33984","TRINITY_DN42061_c0_g1_i1",5.532465253,-0.443510509,26.07054298,3.29e-07,1.1e-05,"T3_vs_CTL","up"
"33993","TRINITY_DN43896_c0_g1_i1",5.173949268,-0.639301919,25.88797262,3.62e-07,1.19e-05,"T3_vs_CTL","up"
"33997","TRINITY_DN45974_c0_g1_i1",6.742932873,-0.960156428,25.76395778,3.86e-07,1.26e-05,"T3_vs_CTL","up"
"34001","TRINITY_DN95909_c0_g1_i1",5.597214467,-0.699128496,25.70304377,3.98e-07,1.29e-05,"T3_vs_CTL","up"
"34002","TRINITY_DN53022_c0_g1_i1",6.761037783,-1.062574284,25.67553947,4.04e-07,1.31e-05,"T3_vs_CTL","up"
"34008","TRINITY_DN124614_c0_g1_i1",6.772314859,-1.199739019,25.46053103,4.52e-07,1.44e-05,"T3_vs_CTL","up"
"34022","TRINITY_DN70231_c0_g1_i1",6.678047313,-0.972295656,25.17416588,5.24e-07,1.63e-05,"T3_vs_CTL","up"
"34023","TRINITY_DN80807_c0_g1_i1",5.222078025,0.354290134,25.16401035,5.27e-07,1.64e-05,"T3_vs_CTL","up"
"34025","TRINITY_DN5717_c0_g1_i1",6.567068612,-0.648898426,25.05161951,5.58e-07,1.73e-05,"T3_vs_CTL","up"
"34031","TRINITY_DN48658_c0_g1_i1",6.680156125,-1.151182264,24.79828355,6.37e-07,1.95e-05,"T3_vs_CTL","up"
"34042","TRINITY_DN21472_c0_g1_i1",6.665747199,-1.198066384,24.55362984,7.23e-07,2.17e-05,"T3_vs_CTL","up"
"34060","TRINITY_DN60055_c2_g1_i2",6.62100496,-1.222983181,24.13444333,8.98e-07,2.61e-05,"T3_vs_CTL","up"
"34063","TRINITY_DN30391_c0_g1_i1",6.54055904,-0.903087161,24.1040772,9.13e-07,2.64e-05,"T3_vs_CTL","up"
"34076","TRINITY_DN45525_c0_g1_i1",5.414449214,-0.689648955,23.99713105,9.65e-07,2.72e-05,"T3_vs_CTL","up"
"34086","TRINITY_DN98287_c0_g1_i1",6.514626941,-0.971744685,23.7308217,1.11e-06,3.08e-05,"T3_vs_CTL","up"
"34087","TRINITY_DN43391_c0_g1_i1",6.382464411,-0.552746465,23.7187498,1.11e-06,3.09e-05,"T3_vs_CTL","up"
"34093","TRINITY_DN41876_c1_g1_i1",5.763070702,4.360619187,23.64340765,1.16e-06,3.19e-05,"T3_vs_CTL","up"
"34094","TRINITY_DN137405_c0_g1_i1",5.419301617,-0.780901807,23.609819,1.18e-06,3.24e-05,"T3_vs_CTL","up"
"34100","TRINITY_DN123952_c0_g1_i1",6.506074445,-1.037233401,23.55363625,1.21e-06,3.3e-05,"T3_vs_CTL","up"
"34101","TRINITY_DN111157_c0_g1_i1",5.383880237,-0.717572683,23.5479855,1.22e-06,3.3e-05,"T3_vs_CTL","up"
"34112","TRINITY_DN123020_c0_g1_i1",5.16487738,-0.187233735,23.30086784,1.39e-06,3.69e-05,"T3_vs_CTL","up"
"34123","TRINITY_DN111848_c0_g1_i1",6.445904156,-0.99368453,23.07076383,1.56e-06,4.09e-05,"T3_vs_CTL","up"
"34130","TRINITY_DN89719_c0_g1_i1",6.304100971,-0.568242434,22.96345886,1.65e-06,4.28e-05,"T3_vs_CTL","up"
"34159","TRINITY_DN18751_c0_g1_i1",6.444574196,-1.278721394,22.52665429,2.07e-06,5.14e-05,"T3_vs_CTL","up"
"34161","TRINITY_DN47759_c1_g1_i2",6.340902961,-0.925853233,22.3830719,2.23e-06,5.52e-05,"T3_vs_CTL","up"
"34190","TRINITY_DN52061_c0_g1_i1",6.392372718,-1.469058586,21.96228978,2.78e-06,6.59e-05,"T3_vs_CTL","up"
"34193","TRINITY_DN35783_c0_g1_i1",5.233525473,-0.69729782,21.93368347,2.82e-06,6.66e-05,"T3_vs_CTL","up"
"34197","TRINITY_DN27848_c0_g1_i1",6.152449952,-0.474699473,21.89562287,2.88e-06,6.76e-05,"T3_vs_CTL","up"
"34200","TRINITY_DN60729_c0_g1_i1",5.355699414,-1.330805594,21.82671451,2.98e-06,6.98e-05,"T3_vs_CTL","up"
"34210","TRINITY_DN60499_c4_g1_i2",6.353631715,-1.435097568,21.65147928,3.27e-06,7.54e-05,"T3_vs_CTL","up"
"34219","TRINITY_DN48543_c0_g1_i1",6.347435325,-1.517792129,21.5165241,3.51e-06,7.99e-05,"T3_vs_CTL","up"
"34220","TRINITY_DN56425_c0_g1_i2",6.234128544,-0.908031019,21.50700724,3.53e-06,8.02e-05,"T3_vs_CTL","up"
"34229","TRINITY_DN42580_c0_g1_i2",6.28030944,-1.231291456,21.39736932,3.73e-06,8.39e-05,"T3_vs_CTL","up"
"34235","TRINITY_DN100034_c0_g1_i1",6.311384766,-1.426100518,21.33062406,3.87e-06,8.62e-05,"T3_vs_CTL","up"
"34240","TRINITY_DN47122_c1_g1_i1",6.215337987,-0.977711653,21.25447545,4.02e-06,8.91e-05,"T3_vs_CTL","up"
"34242","TRINITY_DN59347_c0_g1_i2",5.199040128,-0.817821015,21.21681852,4.1e-06,9.06e-05,"T3_vs_CTL","up"
"34245","TRINITY_DN57948_c0_g1_i2",6.202746282,-0.933474001,21.16298108,4.22e-06,9.28e-05,"T3_vs_CTL","up"
"34258","TRINITY_DN52527_c0_g1_i1",6.260506008,-1.326304869,21.02624278,4.53e-06,9.8e-05,"T3_vs_CTL","up"
"34269","TRINITY_DN28444_c0_g1_i1",6.256863904,-1.469610888,20.88314512,4.88e-06,0.000104114,"T3_vs_CTL","up"
"34276","TRINITY_DN59269_c1_g4_i1",6.237104459,-1.399954487,20.77434175,5.17e-06,0.000109226,"T3_vs_CTL","up"
"34288","TRINITY_DN79914_c0_g1_i1",6.195286429,-1.242684596,20.62731525,5.58e-06,0.000116183,"T3_vs_CTL","up"
"34302","TRINITY_DN47759_c1_g1_i1",6.108185436,-0.956024546,20.47588852,6.04e-06,0.000123495,"T3_vs_CTL","up"
"34303","TRINITY_DN53957_c0_g1_i1",6.129974247,-1.041370939,20.47508336,6.04e-06,0.000123495,"T3_vs_CTL","up"
"34306","TRINITY_DN138087_c0_g1_i1",6.086058331,-0.832940612,20.41857062,6.22e-06,0.000126732,"T3_vs_CTL","up"
"34315","TRINITY_DN79631_c0_g1_i1",6.17569597,-1.384426929,20.32918922,6.52e-06,0.000131354,"T3_vs_CTL","up"
"34326","TRINITY_DN34506_c0_g1_i1",6.175895034,-1.544483436,20.18610624,7.03e-06,0.000139705,"T3_vs_CTL","up"
"34337","TRINITY_DN64327_c3_g2_i1",6.057003993,-1.02272198,19.96260118,7.9e-06,0.000154999,"T3_vs_CTL","up"
"34343","TRINITY_DN80105_c0_g1_i1",6.092137909,-1.222332576,19.87610751,8.26e-06,0.00016104,"T3_vs_CTL","up"
"34358","TRINITY_DN14953_c0_g1_i1",6.00921547,-0.938941738,19.65344042,9.28e-06,0.000177777,"T3_vs_CTL","up"
"34374","TRINITY_DN57353_c1_g1_i2",5.028176113,-0.940674539,19.52344454,9.94e-06,0.000186781,"T3_vs_CTL","up"
"34376","TRINITY_DN7345_c0_g1_i1",6.0359563,-1.201467823,19.5191576,9.96e-06,0.000186932,"T3_vs_CTL","up"
"34387","TRINITY_DN48911_c0_g1_i1",5.742742422,0.196341518,19.41905928,1.05e-05,0.000194383,"T3_vs_CTL","up"
"34390","TRINITY_DN41237_c0_g1_i1",5.754499541,0.10645664,19.39912601,1.06e-05,0.000195979,"T3_vs_CTL","up"
"34403","TRINITY_DN38635_c0_g1_i1",6.027816072,-1.321524639,19.28316863,1.13e-05,0.000205113,"T3_vs_CTL","up"
"34406","TRINITY_DN63283_c0_g1_i3",6.045154955,-1.478499627,19.27801405,1.13e-05,0.00020519,"T3_vs_CTL","up"
"34419","TRINITY_DN138588_c0_g1_i1",5.95007972,-0.961384406,19.21146252,1.17e-05,0.000209514,"T3_vs_CTL","up"
"34425","TRINITY_DN33068_c0_g1_i1",6.018302924,-1.3521989,19.16222902,1.2e-05,0.000213618,"T3_vs_CTL","up"
"34443","TRINITY_DN50032_c1_g1_i1",5.023266949,-1.364792905,18.98196062,1.32e-05,0.000230089,"T3_vs_CTL","up"
"34448","TRINITY_DN33566_c0_g1_i1",5.983578164,-1.323124675,18.95183418,1.34e-05,0.000232826,"T3_vs_CTL","up"
"34469","TRINITY_DN64179_c1_g1_i1",5.937435109,-1.184774509,18.74629419,1.49e-05,0.000253403,"T3_vs_CTL","up"
"34474","TRINITY_DN53586_c0_g1_i1",5.656963402,0.261696448,18.73074377,1.51e-05,0.000254573,"T3_vs_CTL","up"
"34545","TRINITY_DN44680_c0_g1_i1",5.868136604,-1.406639218,18.00947544,2.2e-05,0.000346845,"T3_vs_CTL","up"
"34552","TRINITY_DN55461_c2_g1_i1",5.861544719,-1.552123555,17.90599619,2.32e-05,0.000363823,"T3_vs_CTL","up"
"34559","TRINITY_DN50920_c0_g1_i1",5.820697347,-1.245433132,17.85762896,2.38e-05,0.000370758,"T3_vs_CTL","up"
"34571","TRINITY_DN35881_c0_g1_i1",5.793830492,-1.120356789,17.73214212,2.54e-05,0.000391497,"T3_vs_CTL","up"
"34595","TRINITY_DN38496_c0_g1_i1",5.796891489,-1.337140703,17.58937992,2.74e-05,0.000413072,"T3_vs_CTL","up"
"34621","TRINITY_DN53447_c0_g1_i1",5.590461069,-0.400557156,17.28221,3.22e-05,0.000474414,"T3_vs_CTL","up"
"34679","TRINITY_DN98103_c0_g1_i1",5.546918656,-0.624088506,16.72884555,4.31e-05,0.000604118,"T3_vs_CTL","up"
"34680","TRINITY_DN47605_c0_g2_i1",5.686302932,-1.519322143,16.71661266,4.34e-05,0.000607518,"T3_vs_CTL","up"
"34730","TRINITY_DN47345_c0_g1_i2",5.540012312,-0.787887257,16.3318244,5.32e-05,0.000714338,"T3_vs_CTL","up"
"34841","TRINITY_DN50477_c1_g2_i1",5.508864386,-1.302275005,15.65238645,7.61e-05,0.000939088,"T3_vs_CTL","up"
"34842","TRINITY_DN50666_c0_g1_i3",5.520052225,-1.412924885,15.64959736,7.62e-05,0.000939781,"T3_vs_CTL","up"
"34862","TRINITY_DN26902_c0_g1_i1",5.474904628,-1.178650377,15.53479561,8.1e-05,0.000984115,"T3_vs_CTL","up"
"34872","TRINITY_DN3238_c1_g1_i1",5.461937798,-1.11874147,15.47428748,8.36e-05,0.001008805,"T3_vs_CTL","up"
"34945","TRINITY_DN79353_c0_g1_i1",5.377975902,-1.079141294,14.96032378,0.000109796,0.001258179,"T3_vs_CTL","up"
"34979","TRINITY_DN42921_c0_g1_i2",5.388384275,-1.438472935,14.78077947,0.00012076,0.001352352,"T3_vs_CTL","up"
"35047","TRINITY_DN45125_c0_g1_i1",5.204852539,-0.507175068,14.42182361,0.000146099,0.001564534,"T3_vs_CTL","up"
"35054","TRINITY_DN3471_c0_g1_i1",5.32804878,-1.442034394,14.39017071,0.000148576,0.001583922,"T3_vs_CTL","up"
"35099","TRINITY_DN49617_c0_g1_i1",5.305772968,-1.468489159,14.09266282,0.000174021,0.001804003,"T3_vs_CTL","up"
"35115","TRINITY_DN16845_c0_g1_i1",5.274616044,-1.27994269,14.01788779,0.00018108,0.00185876,"T3_vs_CTL","up"
"35142","TRINITY_DN46061_c0_g1_i1",5.226607401,-1.2462263,13.84033123,0.000199018,0.002009627,"T3_vs_CTL","up"
"35156","TRINITY_DN21844_c0_g1_i1",5.234412783,-1.445033966,13.76513569,0.000207145,0.002073703,"T3_vs_CTL","up"
"35183","TRINITY_DN17581_c0_g1_i1",5.212200903,-1.523343288,13.6170442,0.000224141,0.002208695,"T3_vs_CTL","up"
"35216","TRINITY_DN42048_c0_g1_i1",5.187730943,-1.571915981,13.4641084,0.000243171,0.002349897,"T3_vs_CTL","up"
"35224","TRINITY_DN36645_c0_g1_i1",5.163463974,-1.249579139,13.43570499,0.00024688,0.002375441,"T3_vs_CTL","up"
"35271","TRINITY_DN42922_c0_g1_i1",5.145404525,-1.522071481,13.20091253,0.000279813,0.002621503,"T3_vs_CTL","up"
"35303","TRINITY_DN139116_c0_g1_i1",5.094715555,-1.328040992,13.00840022,0.000310097,0.002852957,"T3_vs_CTL","up"
"35431","TRINITY_DN800_c0_g1_i1",5.016143338,-1.460497798,12.42673286,0.000423232,0.003639314,"T3_vs_CTL","up"
"50229","TRINITY_DN58348_c94_g1_i1",8.88739194,8.774037292,161.7297197,4.74e-37,2.64e-33,"T4_vs_CTL","up"
"50231","TRINITY_DN57337_c1_g1_i1",7.62212095,9.180429915,141.948179,9.98e-33,3.34e-29,"T4_vs_CTL","up"
"50232","TRINITY_DN51077_c0_g1_i2",7.520634144,8.851058304,139.8670744,2.85e-32,7.94e-29,"T4_vs_CTL","up"
"50234","TRINITY_DN54408_c0_g1_i2",6.879928231,8.034710259,125.7630223,3.46e-29,7.25e-26,"T4_vs_CTL","up"
"50235","TRINITY_DN3193_c0_g1_i1",8.61147466,2.872447172,121.9564913,2.36e-28,4.39e-25,"T4_vs_CTL","up"
"50237","TRINITY_DN62534_c21_g2_i6",7.002522626,12.55152811,119.3145592,8.94e-28,1.36e-24,"T4_vs_CTL","up"
"50238","TRINITY_DN42783_c0_g1_i1",6.634145786,9.427902079,116.8234752,3.14e-27,4.38e-24,"T4_vs_CTL","up"
"50239","TRINITY_DN16700_c0_g1_i1",7.372840056,3.775400869,115.2129041,7.07e-27,9.1e-24,"T4_vs_CTL","up"
"50242","TRINITY_DN48091_c0_g1_i2",8.082114917,3.506458627,111.6109199,4.35e-26,4.55e-23,"T4_vs_CTL","up"
"50243","TRINITY_DN43718_c0_g1_i1",6.554914033,4.834846558,110.5981882,7.25e-26,7.14e-23,"T4_vs_CTL","up"
"50244","TRINITY_DN54152_c0_g1_i1",6.546501648,5.60453638,110.436223,7.86e-26,7.31e-23,"T4_vs_CTL","up"
"50250","TRINITY_DN6841_c0_g1_i1",6.127324203,10.72659301,101.8731258,5.92e-24,4.13e-21,"T4_vs_CTL","up"
"50251","TRINITY_DN62917_c90_g1_i1",5.733026317,6.679620262,101.0243979,9.09e-24,6.08e-21,"T4_vs_CTL","up"
"50253","TRINITY_DN56218_c1_g1_i1",5.84197456,10.3684593,95.8421035,1.24e-22,7.72e-20,"T4_vs_CTL","up"
"50254","TRINITY_DN5468_c0_g1_i1",5.74839007,10.89809399,92.53415118,6.62e-22,3.96e-19,"T4_vs_CTL","up"
"50255","TRINITY_DN29579_c0_g1_i1",5.54506017,4.216233742,91.50646204,1.11e-21,6.42e-19,"T4_vs_CTL","up"
"50257","TRINITY_DN46032_c0_g1_i1",5.330461942,7.910479938,88.44819981,5.22e-21,2.82e-18,"T4_vs_CTL","up"
"50259","TRINITY_DN48738_c0_g1_i1",9.982494845,1.725860518,85.70975851,2.08e-20,1.06e-17,"T4_vs_CTL","up"
"50260","TRINITY_DN52290_c0_g1_i1",5.452210068,4.144621912,84.2041867,4.46e-20,2.2e-17,"T4_vs_CTL","up"
"50261","TRINITY_DN52164_c36_g1_i1",5.543923372,13.85982472,84.05510812,4.81e-20,2.3e-17,"T4_vs_CTL","up"
"50268","TRINITY_DN26201_c0_g1_i1",5.050478188,11.47011132,75.62442823,3.43e-18,1.37e-15,"T4_vs_CTL","up"
"50269","TRINITY_DN108044_c10_g1_i1",5.044587102,11.54485302,75.38951454,3.86e-18,1.5e-15,"T4_vs_CTL","up"
"50270","TRINITY_DN47240_c1_g1_i2",6.646219684,2.299839522,74.64236168,5.64e-18,2.15e-15,"T4_vs_CTL","up"
"50278","TRINITY_DN34591_c0_g1_i1",5.633481907,2.452637502,70.18283997,5.41e-17,1.71e-14,"T4_vs_CTL","up"
"50284","TRINITY_DN57738_c3_g1_i2",9.366198252,1.010645018,69.04377926,9.63e-17,2.78e-14,"T4_vs_CTL","up"
"50285","TRINITY_DN32528_c0_g1_i2",5.63651459,2.125133302,68.96296333,1e-16,2.85e-14,"T4_vs_CTL","up"
"50302","TRINITY_DN131393_c0_g1_i1",5.623524859,2.554018998,63.13240071,1.93e-15,4.24e-13,"T4_vs_CTL","up"
"50305","TRINITY_DN95363_c0_g1_i2",9.04206124,0.81722821,62.58278187,2.55e-15,5.41e-13,"T4_vs_CTL","up"
"50310","TRINITY_DN51841_c0_g1_i1",9.011981329,0.724414393,61.44068212,4.56e-15,9.09e-13,"T4_vs_CTL","up"
"50311","TRINITY_DN59053_c0_g1_i1",6.372410529,1.741853053,61.34653919,4.79e-15,9.43e-13,"T4_vs_CTL","up"
"50317","TRINITY_DN57734_c3_g1_i1",5.670781479,1.992339418,60.18962363,8.61e-15,1.58e-12,"T4_vs_CTL","up"
"50328","TRINITY_DN65245_c5_g1_i1",7.318737929,1.034397489,56.44500942,5.78e-14,9.49e-12,"T4_vs_CTL","up"
"50332","TRINITY_DN45841_c0_g1_i1",6.110632696,1.108496298,56.05757843,7.04e-14,1.11e-11,"T4_vs_CTL","up"
"50337","TRINITY_DN80364_c0_g1_i1",8.724465222,0.476063009,55.10138295,1.14e-13,1.72e-11,"T4_vs_CTL","up"
"50339","TRINITY_DN6687_c0_g1_i1",8.72355616,0.444119191,54.96792197,1.23e-13,1.82e-11,"T4_vs_CTL","up"
"50360","TRINITY_DN53586_c0_g1_i1",8.581217236,0.261696448,51.58480553,6.86e-13,8.57e-11,"T4_vs_CTL","up"
"50361","TRINITY_DN58444_c0_g1_i2",8.566854206,0.307771549,51.56337597,6.93e-13,8.6e-11,"T4_vs_CTL","up"
"50362","TRINITY_DN48911_c0_g1_i1",8.594327046,0.196341518,51.43134538,7.41e-13,9.08e-11,"T4_vs_CTL","up"
"50363","TRINITY_DN109272_c0_g1_i1",6.551517563,0.346592528,51.42661879,7.43e-13,9.08e-11,"T4_vs_CTL","up"
"50375","TRINITY_DN64593_c1_g1_i1",5.713075583,1.681628134,49.81304145,1.69e-12,1.9e-10,"T4_vs_CTL","up"
