"transcript","logFC","logCPM","LR","PValue","FDR","contrast","expression"
"50380","TRINITY_DN48028_c0_g1_i1",8.510364571,-0.037035531,49.05195799,2.49e-12,2.71e-10,"T4_vs_CTL","up"
"50388","TRINITY_DN41237_c0_g1_i1",8.392098616,0.10645664,48.29022795,3.68e-12,3.8e-10,"T4_vs_CTL","up"
"50392","TRINITY_DN123182_c0_g1_i1",6.206633824,1.192443673,47.6650287,5.06e-12,5.1e-10,"T4_vs_CTL","up"
"50396","TRINITY_DN45976_c0_g1_i1",5.600494169,1.04538695,47.42135171,5.73e-12,5.64e-10,"T4_vs_CTL","up"
"50401","TRINITY_DN7996_c0_g1_i1",8.219299335,0.228869508,46.65530164,8.46e-12,8.1e-10,"T4_vs_CTL","up"
"50402","TRINITY_DN57734_c0_g1_i1",8.22615523,0.15271173,46.37784845,9.75e-12,9.28e-10,"T4_vs_CTL","up"
"50403","TRINITY_DN62921_c3_g2_i1",5.627792443,1.28467506,46.35420542,9.87e-12,9.34e-10,"T4_vs_CTL","up"
"50411","TRINITY_DN35830_c0_g1_i1",5.564637178,1.331587369,45.23781374,1.75e-11,1.58e-09,"T4_vs_CTL","up"
"50415","TRINITY_DN12092_c0_g1_i1",5.203426451,1.405535593,44.58832843,2.43e-11,2.15e-09,"T4_vs_CTL","up"
"50416","TRINITY_DN60782_c0_g1_i3",6.487761195,1.258461902,44.55437375,2.47e-11,2.18e-09,"T4_vs_CTL","up"
"50419","TRINITY_DN57826_c0_g1_i2",7.786458076,0.977435706,44.26382998,2.87e-11,2.49e-09,"T4_vs_CTL","up"
"50423","TRINITY_DN123964_c0_g1_i1",5.581382718,0.708008796,43.79200252,3.65e-11,3.1e-09,"T4_vs_CTL","up"
"50427","TRINITY_DN63004_c0_g1_i1",6.964670023,-0.211280501,43.34340575,4.59e-11,3.81e-09,"T4_vs_CTL","up"
"50434","TRINITY_DN47797_c0_g1_i1",5.567474884,0.384751283,42.40806103,7.41e-11,5.96e-09,"T4_vs_CTL","up"
"50446","TRINITY_DN27687_c1_g1_i2",5.120953843,1.09990829,41.20665786,1.37e-10,1.04e-08,"T4_vs_CTL","up"
"50458","TRINITY_DN80807_c0_g1_i1",6.491476892,0.354290134,39.90434542,2.67e-10,1.92e-08,"T4_vs_CTL","up"
"50461","TRINITY_DN41704_c0_g2_i1",7.683785876,0.111139555,39.3115183,3.61e-10,2.56e-08,"T4_vs_CTL","up"
"50467","TRINITY_DN38830_c0_g1_i1",5.837129907,0.800644715,39.14662079,3.93e-10,2.73e-08,"T4_vs_CTL","up"
"50476","TRINITY_DN4500_c0_g1_i1",7.65595697,0.027457859,38.49220339,5.5e-10,3.68e-08,"T4_vs_CTL","up"
"50479","TRINITY_DN89719_c0_g1_i1",7.918432125,-0.568242434,38.33300104,5.96e-10,3.95e-08,"T4_vs_CTL","up"
"50482","TRINITY_DN30886_c1_g1_i1",5.882815767,0.397653393,38.23994376,6.26e-10,4.09e-08,"T4_vs_CTL","up"
"50488","TRINITY_DN60323_c2_g2_i1",5.959766903,0.067843913,37.82947823,7.72e-10,4.93e-08,"T4_vs_CTL","up"
"50495","TRINITY_DN49648_c0_g1_i1",5.266684281,-0.026076393,37.28348525,1.02e-09,6.36e-08,"T4_vs_CTL","up"
"50502","TRINITY_DN63703_c3_g1_i1",7.69805445,-0.470274847,36.87306059,1.26e-09,7.65e-08,"T4_vs_CTL","up"
"50504","TRINITY_DN57887_c0_g1_i1",7.643293632,-0.362712659,36.78358391,1.32e-09,7.95e-08,"T4_vs_CTL","up"
"50511","TRINITY_DN39331_c0_g1_i1",6.028543337,0.916049652,36.53082344,1.5e-09,8.83e-08,"T4_vs_CTL","up"
"50512","TRINITY_DN33102_c0_g1_i1",6.688238617,-0.710160547,36.45760734,1.56e-09,9.13e-08,"T4_vs_CTL","up"
"50516","TRINITY_DN40728_c0_g1_i1",5.166578669,0.681137437,36.29590799,1.7e-09,9.79e-08,"T4_vs_CTL","up"
"50527","TRINITY_DN83294_c0_g1_i1",7.511691509,-0.25397979,35.80484094,2.18e-09,1.21e-07,"T4_vs_CTL","up"
"50529","TRINITY_DN23519_c2_g1_i1",7.482599497,-0.139569606,35.77768145,2.21e-09,1.22e-07,"T4_vs_CTL","up"
"50532","TRINITY_DN63283_c0_g1_i12",7.467262441,-0.148175104,35.69171614,2.31e-09,1.26e-07,"T4_vs_CTL","up"
"50534","TRINITY_DN54928_c0_g1_i2",7.516306092,-0.300699939,35.64837242,2.36e-09,1.28e-07,"T4_vs_CTL","up"
"50537","TRINITY_DN58064_c2_g1_i11",5.15496933,0.49349103,35.5196154,2.52e-09,1.36e-07,"T4_vs_CTL","up"
"50545","TRINITY_DN56425_c0_g1_i2",7.760498208,-0.908031019,34.93608757,3.41e-09,1.79e-07,"T4_vs_CTL","up"
"50554","TRINITY_DN25219_c0_g1_i1",5.115955649,-0.038584623,34.10963316,5.21e-09,2.66e-07,"T4_vs_CTL","up"
"50563","TRINITY_DN51776_c0_g1_i3",7.290501424,-0.142484207,33.68765295,6.47e-09,3.21e-07,"T4_vs_CTL","up"
"50566","TRINITY_DN29679_c0_g1_i1",7.406551637,-0.474036288,33.57501299,6.86e-09,3.38e-07,"T4_vs_CTL","up"
"50574","TRINITY_DN54730_c0_g1_i1",5.659746999,-0.14195292,33.12661132,8.63e-09,4.15e-07,"T4_vs_CTL","up"
"50577","TRINITY_DN30391_c0_g1_i1",7.552546063,-0.903087161,32.93894384,9.51e-09,4.53e-07,"T4_vs_CTL","up"
"50580","TRINITY_DN93261_c0_g1_i1",5.125778139,0.538504571,32.88259236,9.79e-09,4.63e-07,"T4_vs_CTL","up"
"50584","TRINITY_DN56327_c0_g1_i1",5.425082873,-0.298652005,32.69303,1.08e-08,5.05e-07,"T4_vs_CTL","up"
"50585","TRINITY_DN27848_c0_g1_i1",7.297278422,-0.474699473,32.4582149,1.22e-08,5.68e-07,"T4_vs_CTL","up"
"50590","TRINITY_DN56513_c0_g1_i1",7.282034964,-0.508253478,32.10751928,1.46e-08,6.71e-07,"T4_vs_CTL","up"
"50593","TRINITY_DN97763_c0_g1_i1",7.327509348,-0.596562558,32.06821986,1.49e-08,6.79e-07,"T4_vs_CTL","up"
"50597","TRINITY_DN43171_c0_g1_i1",5.103388564,0.400656551,31.85290406,1.66e-08,7.5e-07,"T4_vs_CTL","up"
"50608","TRINITY_DN59001_c0_g2_i1",7.266887661,-0.60987397,31.53501759,1.96e-08,8.58e-07,"T4_vs_CTL","up"
"50622","TRINITY_DN53447_c0_g1_i1",7.158724964,-0.400557156,31.05724978,2.51e-08,1.06e-06,"T4_vs_CTL","up"
"50623","TRINITY_DN45275_c0_g1_i1",5.118285599,0.117153016,31.04886006,2.52e-08,1.06e-06,"T4_vs_CTL","up"
"50624","TRINITY_DN50315_c2_g1_i1",7.306854713,-0.830411519,30.91436521,2.7e-08,1.13e-06,"T4_vs_CTL","up"
"50629","TRINITY_DN54364_c0_g1_i1",7.167206874,-0.549845976,30.71628068,2.99e-08,1.24e-06,"T4_vs_CTL","up"
"50630","TRINITY_DN26431_c0_g1_i1",5.152223781,-0.057881514,30.69043935,3.03e-08,1.25e-06,"T4_vs_CTL","up"
"50636","TRINITY_DN59399_c0_g2_i1",7.027067357,-0.171580924,30.50668561,3.33e-08,1.36e-06,"T4_vs_CTL","up"
"50640","TRINITY_DN28931_c0_g1_i1",5.034116117,0.317048693,30.41687653,3.48e-08,1.41e-06,"T4_vs_CTL","up"
"50655","TRINITY_DN21040_c0_g1_i1",5.916571088,-0.428821396,29.79103164,4.81e-08,1.88e-06,"T4_vs_CTL","up"
"50656","TRINITY_DN64908_c0_g1_i5",7.110866789,-0.65184895,29.76703775,4.87e-08,1.9e-06,"T4_vs_CTL","up"
"50657","TRINITY_DN33308_c0_g1_i2",7.30165595,-1.127595729,29.7628503,4.88e-08,1.9e-06,"T4_vs_CTL","up"
"50658","TRINITY_DN5717_c0_g1_i1",7.100901208,-0.648898426,29.65843554,5.15e-08,2e-06,"T4_vs_CTL","up"
"50661","TRINITY_DN39597_c0_g1_i1",7.357039667,-1.556049597,29.52035335,5.53e-08,2.13e-06,"T4_vs_CTL","up"
"50663","TRINITY_DN37830_c0_g1_i1",5.755958683,0.025701282,29.46018043,5.71e-08,2.19e-06,"T4_vs_CTL","up"
"50665","TRINITY_DN42061_c0_g1_i1",5.886798183,-0.443510509,29.38037573,5.95e-08,2.27e-06,"T4_vs_CTL","up"
"50669","TRINITY_DN57353_c1_g1_i1",6.91864311,-0.30369034,29.1292018,6.77e-08,2.56e-06,"T4_vs_CTL","up"
"50678","TRINITY_DN24124_c0_g1_i1",5.19844269,-0.515965054,28.92631415,7.52e-08,2.78e-06,"T4_vs_CTL","up"
"50693","TRINITY_DN50604_c0_g1_i3",6.942087221,-0.577084394,28.39514667,9.89e-08,3.55e-06,"T4_vs_CTL","up"
"50695","TRINITY_DN45453_c0_g1_i1",5.422681266,-0.567418263,28.36894395,1e-07,3.58e-06,"T4_vs_CTL","up"
"50696","TRINITY_DN60496_c0_g1_i1",5.890366632,-0.671220671,28.35679304,1.01e-07,3.59e-06,"T4_vs_CTL","up"
"50702","TRINITY_DN57734_c2_g1_i1",5.135969392,-0.226218079,28.22668379,1.08e-07,3.8e-06,"T4_vs_CTL","up"
"50703","TRINITY_DN66019_c0_g1_i1",5.229951421,-0.139937252,28.20666092,1.09e-07,3.83e-06,"T4_vs_CTL","up"
"50704","TRINITY_DN14953_c0_g1_i1",7.053655083,-0.938941738,28.20261137,1.09e-07,3.83e-06,"T4_vs_CTL","up"
"50712","TRINITY_DN24532_c0_g1_i1",5.380303618,-0.587340313,28.04325983,1.19e-07,4.09e-06,"T4_vs_CTL","up"
"50714","TRINITY_DN58200_c0_g1_i1",6.989270313,-0.796086248,27.98703741,1.22e-07,4.19e-06,"T4_vs_CTL","up"
"50716","TRINITY_DN55211_c1_g4_i1",5.422842948,-0.688085685,27.95003226,1.24e-07,4.25e-06,"T4_vs_CTL","up"
"50722","TRINITY_DN45974_c0_g1_i1",7.00660087,-0.960156428,27.75364186,1.38e-07,4.65e-06,"T4_vs_CTL","up"
"50728","TRINITY_DN116194_c0_g1_i1",5.266579817,-0.192959832,27.58852604,1.5e-07,5e-06,"T4_vs_CTL","up"
"50744","TRINITY_DN64353_c1_g2_i6",5.626790829,-0.252431208,27.0840467,1.95e-07,6.3e-06,"T4_vs_CTL","up"
"50749","TRINITY_DN64179_c1_g1_i1",6.971258666,-1.184774509,26.86632251,2.18e-07,6.98e-06,"T4_vs_CTL","up"
"50750","TRINITY_DN33909_c0_g1_i1",6.762406745,-0.501596166,26.83366555,2.22e-07,7.08e-06,"T4_vs_CTL","up"
"50751","TRINITY_DN54020_c0_g1_i2",5.850014891,-0.982088279,26.82449852,2.23e-07,7.1e-06,"T4_vs_CTL","up"
"50752","TRINITY_DN57966_c0_g1_i1",6.875316181,-0.834281695,26.80793671,2.25e-07,7.15e-06,"T4_vs_CTL","up"
"50759","TRINITY_DN44681_c0_g1_i1",5.665258436,-0.538280964,26.64732238,2.44e-07,7.67e-06,"T4_vs_CTL","up"
"50763","TRINITY_DN96485_c0_g1_i1",6.992196626,-1.231629784,26.55647709,2.56e-07,7.96e-06,"T4_vs_CTL","up"
"50764","TRINITY_DN64861_c5_g1_i1",5.689576083,-0.500416376,26.55514514,2.56e-07,7.96e-06,"T4_vs_CTL","up"
"50773","TRINITY_DN50913_c1_g1_i2",5.218300376,-0.430297805,26.40684938,2.77e-07,8.46e-06,"T4_vs_CTL","up"
"50774","TRINITY_DN27578_c0_g2_i1",6.752581744,-0.601716159,26.35363888,2.84e-07,8.69e-06,"T4_vs_CTL","up"
"50778","TRINITY_DN47759_c1_g1_i1",6.872929207,-0.956024546,26.29298106,2.93e-07,8.9e-06,"T4_vs_CTL","up"
"50783","TRINITY_DN58975_c0_g1_i1",6.694882081,-0.518178599,26.16045662,3.14e-07,9.44e-06,"T4_vs_CTL","up"
"50785","TRINITY_DN44680_c0_g1_i1",6.940108951,-1.406639218,26.15260508,3.15e-07,9.44e-06,"T4_vs_CTL","up"
"50787","TRINITY_DN58037_c1_g1_i1",5.305107375,-0.802092326,26.14030574,3.17e-07,9.47e-06,"T4_vs_CTL","up"
"50791","TRINITY_DN70231_c0_g1_i1",6.828560735,-0.972295656,26.08448516,3.27e-07,9.68e-06,"T4_vs_CTL","up"
"50792","TRINITY_DN56693_c0_g1_i1",6.720944594,-0.619783535,26.0815336,3.27e-07,9.68e-06,"T4_vs_CTL","up"
"50800","TRINITY_DN82084_c0_g1_i1",6.533856749,-0.053661223,25.83147574,3.73e-07,1.09e-05,"T4_vs_CTL","up"
"50810","TRINITY_DN56909_c0_g1_i3",6.580071247,-0.214125975,25.6307028,4.13e-07,1.19e-05,"T4_vs_CTL","up"
"50812","TRINITY_DN36494_c0_g1_i1",6.460977596,0.324198633,25.61409382,4.17e-07,1.19e-05,"T4_vs_CTL","up"
"50817","TRINITY_DN19912_c0_g1_i1",6.887462677,-1.28240577,25.54207909,4.33e-07,1.23e-05,"T4_vs_CTL","up"
"50823","TRINITY_DN59779_c1_g1_i3",5.513409479,-0.494170207,25.3738311,4.72e-07,1.32e-05,"T4_vs_CTL","up"
"50826","TRINITY_DN54921_c0_g1_i1",5.706186504,-0.982486347,25.25318538,5.03e-07,1.4e-05,"T4_vs_CTL","up"
"50827","TRINITY_DN59053_c6_g1_i1",6.50174066,-0.163937382,25.2458196,5.05e-07,1.41e-05,"T4_vs_CTL","up"
"50836","TRINITY_DN63509_c1_g1_i7",5.001079015,-0.272087506,25.10991282,5.42e-07,1.49e-05,"T4_vs_CTL","up"
"50837","TRINITY_DN49398_c0_g1_i1",6.780727311,-1.193400679,25.10182847,5.44e-07,1.49e-05,"T4_vs_CTL","up"
"50845","TRINITY_DN38030_c0_g2_i1",6.708601942,-0.962708724,24.9831436,5.78e-07,1.56e-05,"T4_vs_CTL","up"
"50847","TRINITY_DN99606_c0_g1_i1",6.414034339,0.252569785,24.97698479,5.8e-07,1.56e-05,"T4_vs_CTL","up"
"50851","TRINITY_DN38491_c0_g1_i1",5.020038183,-0.348589065,24.88580126,6.08e-07,1.63e-05,"T4_vs_CTL","up"
"50864","TRINITY_DN42922_c0_g1_i1",6.793899408,-1.522071481,24.80062271,6.36e-07,1.67e-05,"T4_vs_CTL","up"
"50869","TRINITY_DN53022_c0_g1_i1",6.703027606,-1.062574284,24.72876677,6.6e-07,1.72e-05,"T4_vs_CTL","up"
"50884","TRINITY_DN98103_c0_g1_i1",6.565468141,-0.624088506,24.45776362,7.6e-07,1.93e-05,"T4_vs_CTL","up"
"50887","TRINITY_DN139116_c0_g1_i1",6.768400478,-1.328040992,24.36120844,7.99e-07,2.02e-05,"T4_vs_CTL","up"
"50903","TRINITY_DN50920_c0_g1_i1",6.698685023,-1.245433132,24.13866694,8.96e-07,2.22e-05,"T4_vs_CTL","up"
"50912","TRINITY_DN61288_c1_g2_i1",6.401903329,-0.279552368,24.00528621,9.61e-07,2.34e-05,"T4_vs_CTL","up"
"50924","TRINITY_DN33566_c0_g1_i1",6.678031253,-1.323124675,23.87286408,1.03e-06,2.47e-05,"T4_vs_CTL","up"
"50936","TRINITY_DN30902_c0_g1_i1",5.652138415,-1.272710703,23.66581882,1.15e-06,2.7e-05,"T4_vs_CTL","up"
"50943","TRINITY_DN50666_c0_g1_i3",6.654094353,-1.412924885,23.55561787,1.21e-06,2.83e-05,"T4_vs_CTL","up"
"50948","TRINITY_DN111848_c0_g1_i1",6.545277285,-0.99368453,23.45770792,1.28e-06,2.96e-05,"T4_vs_CTL","up"
"50950","TRINITY_DN26029_c0_g1_i1",5.504923663,-0.938986034,23.45331875,1.28e-06,2.96e-05,"T4_vs_CTL","up"
"50954","TRINITY_DN56776_c0_g1_i1",6.529481488,-0.967505071,23.43602373,1.29e-06,2.97e-05,"T4_vs_CTL","up"
"50964","TRINITY_DN34166_c0_g1_i2",5.411277723,-0.763585609,23.27910918,1.4e-06,3.18e-05,"T4_vs_CTL","up"
"50966","TRINITY_DN12269_c0_g1_i1",5.368889786,-0.60485071,23.25918651,1.42e-06,3.2e-05,"T4_vs_CTL","up"
"50970","TRINITY_DN47122_c1_g1_i1",6.508363759,-0.977711653,23.21226772,1.45e-06,3.26e-05,"T4_vs_CTL","up"
"50977","TRINITY_DN43391_c0_g1_i1",6.383374829,-0.552746465,23.08686075,1.55e-06,3.45e-05,"T4_vs_CTL","up"
"50986","TRINITY_DN123952_c0_g1_i1",6.489464567,-1.037233401,22.95825971,1.66e-06,3.65e-05,"T4_vs_CTL","up"
"50989","TRINITY_DN53957_c0_g1_i1",6.512037333,-1.041370939,22.89605104,1.71e-06,3.75e-05,"T4_vs_CTL","up"
"50993","TRINITY_DN60055_c2_g1_i2",6.527154362,-1.222983181,22.8385051,1.76e-06,3.85e-05,"T4_vs_CTL","up"
"50999","TRINITY_DN48658_c0_g1_i1",6.514746068,-1.151182264,22.70846342,1.89e-06,4.08e-05,"T4_vs_CTL","up"
"51000","TRINITY_DN3471_c0_g1_i1",6.535432563,-1.442034394,22.70843604,1.89e-06,4.08e-05,"T4_vs_CTL","up"
"51003","TRINITY_DN35783_c0_g1_i1",5.367015052,-0.69729782,22.63514967,1.96e-06,4.22e-05,"T4_vs_CTL","up"
"51004","TRINITY_DN55879_c0_g1_i1",6.439665415,-0.980514714,22.63251458,1.96e-06,4.22e-05,"T4_vs_CTL","up"
"51008","TRINITY_DN138588_c0_g1_i1",6.462068935,-0.961384406,22.5792331,2.02e-06,4.32e-05,"T4_vs_CTL","up"
"51030","TRINITY_DN47345_c0_g1_i2",6.385473893,-0.787887257,22.14081204,2.53e-06,5.28e-05,"T4_vs_CTL","up"
"51032","TRINITY_DN39405_c0_g1_i1",6.258869122,-0.155117264,22.11504476,2.57e-06,5.33e-05,"T4_vs_CTL","up"
"51049","TRINITY_DN57935_c0_g1_i1",5.234758568,-0.661550952,21.91741237,2.85e-06,5.79e-05,"T4_vs_CTL","up"
"51064","TRINITY_DN42370_c0_g1_i1",5.333506102,-1.107042563,21.73111239,3.14e-06,6.27e-05,"T4_vs_CTL","up"
"51071","TRINITY_DN60057_c0_g1_i1",6.336680755,-1.017153844,21.69917178,3.19e-06,6.32e-05,"T4_vs_CTL","up"
"51075","TRINITY_DN52527_c0_g1_i1",6.408533613,-1.326304869,21.68526374,3.21e-06,6.33e-05,"T4_vs_CTL","up"
"51076","TRINITY_DN63283_c0_g1_i3",6.416741874,-1.478499627,21.67787014,3.22e-06,6.35e-05,"T4_vs_CTL","up"
"51090","TRINITY_DN21472_c0_g1_i1",6.357763643,-1.198066384,21.41979874,3.69e-06,7.15e-05,"T4_vs_CTL","up"
"51093","TRINITY_DN37687_c0_g1_i1",6.385084858,-1.426830484,21.37908435,3.77e-06,7.28e-05,"T4_vs_CTL","up"
"51101","TRINITY_DN59269_c1_g4_i1",6.378361957,-1.399954487,21.29740304,3.93e-06,7.52e-05,"T4_vs_CTL","up"
"51107","TRINITY_DN79631_c0_g1_i1",6.337392179,-1.384426929,21.14266873,4.26e-06,8.1e-05,"T4_vs_CTL","up"
"51117","TRINITY_DN45525_c0_g1_i1",5.151077592,-0.689648955,21.0249249,4.53e-06,8.52e-05,"T4_vs_CTL","up"
"51124","TRINITY_DN33068_c0_g1_i1",6.316368216,-1.3521989,20.96298245,4.68e-06,8.73e-05,"T4_vs_CTL","up"
"51130","TRINITY_DN26622_c0_g1_i1",6.290269891,-1.174856733,20.91779843,4.79e-06,8.88e-05,"T4_vs_CTL","up"
"51133","TRINITY_DN38496_c0_g1_i1",6.302514084,-1.337140703,20.87474066,4.9e-06,9.05e-05,"T4_vs_CTL","up"
"51135","TRINITY_DN55822_c0_g1_i1",5.252174683,-1.186314151,20.83769016,5e-06,9.21e-05,"T4_vs_CTL","up"
"51138","TRINITY_DN80105_c0_g1_i1",6.27745413,-1.222332576,20.81735388,5.05e-06,9.27e-05,"T4_vs_CTL","up"
"51140","TRINITY_DN56440_c0_g1_i1",5.222561922,-0.921036196,20.81164313,5.07e-06,9.28e-05,"T4_vs_CTL","up"
"51148","TRINITY_DN43316_c0_g1_i1",6.280354197,-1.378447439,20.62970753,5.57e-06,0.000101187,"T4_vs_CTL","up"
"51158","TRINITY_DN137405_c0_g1_i1",5.121230101,-0.780901807,20.49302367,5.98e-06,0.00010751,"T4_vs_CTL","up"
"51159","TRINITY_DN79914_c0_g1_i1",6.243459962,-1.242684596,20.48036241,6.02e-06,0.000108094,"T4_vs_CTL","up"
"51170","TRINITY_DN124614_c0_g1_i1",6.242946737,-1.199739019,20.39632469,6.3e-06,0.000111492,"T4_vs_CTL","up"
"51174","TRINITY_DN21917_c0_g1_i1",6.258643681,-1.512085218,20.38568776,6.33e-06,0.000111793,"T4_vs_CTL","up"
"51179","TRINITY_DN7345_c0_g1_i1",6.214962257,-1.201467823,20.35827754,6.42e-06,0.00011281,"T4_vs_CTL","up"
"51190","TRINITY_DN13743_c0_g1_i1",5.084040765,-0.696900628,20.2187155,6.91e-06,0.000119962,"T4_vs_CTL","up"
"51202","TRINITY_DN42048_c0_g1_i1",6.229697607,-1.571915981,20.14769401,7.17e-06,0.000122969,"T4_vs_CTL","up"
"51210","TRINITY_DN35191_c0_g1_i1",5.20059143,-1.377155291,19.99492487,7.76e-06,0.000132112,"T4_vs_CTL","up"
"51214","TRINITY_DN52061_c0_g1_i1",6.20818093,-1.469058586,19.9441632,7.97e-06,0.000135117,"T4_vs_CTL","up"
"51215","TRINITY_DN50477_c1_g2_i1",6.1740371,-1.302275005,19.92406473,8.06e-06,0.000136407,"T4_vs_CTL","up"
"51235","TRINITY_DN138413_c0_g1_i1",6.135015042,-0.959231086,19.72881214,8.92e-06,0.000148082,"T4_vs_CTL","up"
"51254","TRINITY_DN29709_c0_g1_i1",6.077772622,-1.046614939,19.49703876,1.01e-05,0.000164091,"T4_vs_CTL","up"
"51256","TRINITY_DN36645_c0_g1_i1",6.107606296,-1.249579139,19.4868845,1.01e-05,0.000164645,"T4_vs_CTL","up"
"51257","TRINITY_DN3238_c1_g1_i1",6.103068098,-1.11874147,19.4820181,1.02e-05,0.000164905,"T4_vs_CTL","up"
"51258","TRINITY_DN64327_c3_g2_i1",6.066949141,-1.02272198,19.46357187,1.03e-05,0.000166344,"T4_vs_CTL","up"
"51303","TRINITY_DN25018_c0_g1_i1",5.106690785,-1.614545691,18.8554541,1.41e-05,0.000219196,"T4_vs_CTL","up"
"51305","TRINITY_DN47759_c1_g1_i2",6.018110169,-0.925853233,18.81507966,1.44e-05,0.000223471,"T4_vs_CTL","up"
"51310","TRINITY_DN18751_c0_g1_i1",6.038578516,-1.278721394,18.75026875,1.49e-05,0.000230129,"T4_vs_CTL","up"
"51340","TRINITY_DN65998_c0_g1_i1",6.0686456,-1.384981338,18.55559111,1.65e-05,0.000248005,"T4_vs_CTL","up"
"51348","TRINITY_DN28257_c0_g1_i1",5.040323418,-1.267365933,18.50958923,1.69e-05,0.000252248,"T4_vs_CTL","up"
"51352","TRINITY_DN46061_c0_g1_i1",5.968193529,-1.2462263,18.42546557,1.77e-05,0.000262699,"T4_vs_CTL","up"
"51387","TRINITY_DN49617_c0_g1_i1",5.977007752,-1.468489159,18.11808629,2.08e-05,0.000299265,"T4_vs_CTL","up"
"51394","TRINITY_DN60499_c4_g1_i2",5.956252839,-1.435097568,18.08820608,2.11e-05,0.000302307,"T4_vs_CTL","up"
"51414","TRINITY_DN55461_c2_g1_i1",5.926990638,-1.552123555,17.83777412,2.41e-05,0.000339011,"T4_vs_CTL","up"
"51456","TRINITY_DN113352_c0_g1_i1",5.759753437,-0.768703911,17.40000877,3.03e-05,0.000412186,"T4_vs_CTL","up"
"51473","TRINITY_DN47605_c0_g2_i1",5.834671858,-1.519322143,17.20845228,3.35e-05,0.000449344,"T4_vs_CTL","up"
"51518","TRINITY_DN28444_c0_g1_i1",5.79959921,-1.469610888,16.71159251,4.35e-05,0.000563867,"T4_vs_CTL","up"
"51539","TRINITY_DN38687_c0_g1_i1",5.777284764,-1.299046726,16.5588089,4.72e-05,0.000601391,"T4_vs_CTL","up"
"51617","TRINITY_DN108055_c0_g1_i1",5.596338223,-1.023011073,15.90697318,6.65e-05,0.000800307,"T4_vs_CTL","up"
"51638","TRINITY_DN26902_c0_g1_i1",5.649894235,-1.178650377,15.79273539,7.07e-05,0.00083797,"T4_vs_CTL","up"
"51639","TRINITY_DN800_c0_g1_i1",5.659392923,-1.460497798,15.77945913,7.12e-05,0.000843243,"T4_vs_CTL","up"
"51644","TRINITY_DN65087_c6_g1_i1",5.582630502,-0.683363068,15.75943899,7.19e-05,0.000848305,"T4_vs_CTL","up"
"51650","TRINITY_DN38635_c0_g1_i1",5.618897542,-1.321524639,15.74510049,7.25e-05,0.000851662,"T4_vs_CTL","up"
"51652","TRINITY_DN34506_c0_g1_i1",5.659518724,-1.544483436,15.74053162,7.27e-05,0.000852957,"T4_vs_CTL","up"
"51683","TRINITY_DN112413_c0_g1_i1",5.58157891,-1.223609159,15.50065301,8.25e-05,0.000947719,"T4_vs_CTL","up"
"51686","TRINITY_DN45329_c0_g1_i1",5.602479015,-1.716748346,15.45779315,8.44e-05,0.000967462,"T4_vs_CTL","up"
"51781","TRINITY_DN57948_c0_g1_i2",5.497452476,-0.933474001,14.81766015,0.000118421,0.00127499,"T4_vs_CTL","up"
"51794","TRINITY_DN138087_c0_g1_i1",5.434306012,-0.832940612,14.71340352,0.000125153,0.0013363,"T4_vs_CTL","up"
"52011","TRINITY_DN17581_c0_g1_i1",5.282068412,-1.523343288,13.44513647,0.000245642,0.002303145,"T4_vs_CTL","up"
"52060","TRINITY_DN35881_c0_g1_i1",5.207591235,-1.120356789,13.13454895,0.0002899,0.002646405,"T4_vs_CTL","up"
"52148","TRINITY_DN16845_c0_g1_i1",5.150129959,-1.27994269,12.73530317,0.000358818,0.003125559,"T4_vs_CTL","up"
"52290","TRINITY_DN42921_c0_g1_i2",5.055148119,-1.438472935,12.05160686,0.000517478,0.004197485,"T4_vs_CTL","up"
"52310","TRINITY_DN45125_c0_g1_i1",5.000852622,-0.507175068,11.94168651,0.000548918,0.004409779,"T4_vs_CTL","up"
"52326","TRINITY_DN21844_c0_g1_i1",5.016149431,-1.445033966,11.86104676,0.000573203,0.004569794,"T4_vs_CTL","up"
